Type,Trait value
Ranking,5.6563635998573565
Ranking,37.406321150879286
Review,2.0386357776550827
Ranking,15.234685070524414
Ranking,23.82843652348497
Review,2.760779883093411
Ranking,47.67228388646971
Review,3.8073328078053743
Review,2.7803819196617856
Review,3.847582437640945
Ranking,32.07661973513352
Review,2.1947287195361405
Ranking,30.607863755222624
Ranking,29.478344959433574
Review,2.6008247458880955
Review,2.2604560148875192
Review,4.021100243094009
Ranking,10.831243037257387
Ranking,44.140947375055745
Ranking,32.96454471794415
Review,4.100658872976444
Review,3.3263582264703846
Ranking,37.85109751678478
Ranking,8.597565591895195
Review,4.296086282547775
Review,4.2337308769330635
Review,3.8133520291932386
Ranking,11.691743200638546
Ranking,11.82761896660268
Ranking,47.53889426176921
Ranking,40.60118592545928
Review,3.750774110743582
Review,3.7265319795889935
Review,2.0742069145127053
Review,4.920246612259649
Review,2.5843779442033368
Ranking,7.446661155897416
Review,4.877492380252089
Ranking,25.061821141580246
Review,4.060999155130489
Review,3.823388620615866
Review,4.92660472776349
Review,3.142898970048504
Review,3.3808027951096165
Ranking,9.313478883468862
Review,3.5261260500363365
Ranking,38.55533624344317
Ranking,37.93323553974686
Ranking,8.917929245796143
Ranking,13.066205039826036
Ranking,46.46710514276557
Ranking,25.136274598943125
Review,3.695907759407128
Ranking,12.723021898656867
Ranking,48.538887250036325
Review,4.126622088945844
Ranking,26.085568911117072
Review,2.5497960742288983
Review,4.589815956674289
Review,4.511430983092735
Review,2.830433973790363
Review,4.7819941268699875
Review,2.3446901730405054
Review,2.776309235424617
Ranking,24.505672041472497
Ranking,2.5259492467161526
Review,2.659413725406158
Ranking,25.494387601767908
Review,3.7263560927971855
Review,3.4211462608589773
Ranking,1.1332687992946178
Review,3.1808331155803065
Ranking,44.57751762626442
Review,3.0098453665413967
Review,3.4276310234036576
Review,2.88227154090614
Ranking,15.729011421181893
Review,4.395790842703278
Review,2.2170252317325465
Ranking,8.474519007072582
Ranking,35.320340321748574
Ranking,26.331408162756816
Review,2.6729396164583576
Ranking,36.05739987287994
Ranking,14.154717090342185
Ranking,9.543232023216047
Ranking,22.351653571425963
Review,3.922570113922873
Review,4.888829312946002
Review,3.1523255203621847
Ranking,35.23651369730226
Ranking,37.754956544870986
Review,4.132818312057343
Review,4.1575194620003035
Ranking,12.421618648864088
Ranking,21.82810520087564
Review,2.1446799208383167
Ranking,19.401129873732486
Ranking,8.364349234890513
Review,4.631955577926814
Review,2.153917556543233
Ranking,31.959399985490123
Review,3.6190969098971344
Ranking,2.3091417301062793
Ranking,1.2011610111898607
Review,4.637274995750071
Ranking,34.07168585718634
Ranking,15.665151117748882
Review,3.3893108830362277
Review,4.3651922639335385
Review,4.195660984887578
Ranking,0.5751111020464106
Review,3.136957570760944
Review,2.3793699562745725
Ranking,42.67252927375747
Ranking,25.134813984619928
Ranking,24.70221718129991
Ranking,27.350922780722343
Ranking,16.874236992879904
Review,3.7834159136897747
Ranking,48.89867001676887
Review,2.3518858353652856
Ranking,27.76516304473192
Ranking,21.607862208174033
Review,2.233063169027809
Review,3.6377408057514975
Review,2.5465588858808457
Ranking,45.899771601894294
Ranking,12.297464651038856
Ranking,15.160468006892094
Ranking,10.071617284804232
Review,2.7137355416879303
Review,3.625651631148144
Review,3.043551913675901
Review,4.2384160766754135
Review,2.9838799496988524
Review,3.77900505854748
Ranking,41.283460168081106
Review,4.099311976315408
Review,4.600907938097244
Review,2.8109314466740902
Ranking,13.041417061367609
Ranking,23.30381802865983
Review,4.202910595550166
Review,2.316467007301428
Review,4.354116812444712
Review,2.2976874444267072
Ranking,21.426969115345624
Review,2.3186786179017367
Review,2.859083001666764
Review,2.5813885179290086
Review,4.799050827766301
Ranking,23.24589986502729
Ranking,8.542839695676669
Review,3.6728136193563374
Ranking,11.42032308979809
Ranking,29.21046029021971
Ranking,41.777081073825116
Ranking,20.457730181745703
Ranking,11.660063340337404
Review,3.245442985828511
Ranking,47.94220239870075
Review,2.64277651697844
Ranking,18.029254711321908
Ranking,6.921072394754153
Review,3.061693453938709
Review,2.7813675592770863
Review,3.1327371831095685
Review,3.079920102195988
Review,3.0568463811231155
Ranking,34.04993833082743
Review,4.0169458353029315
Review,2.053636030589655
Review,3.3448561152290663
Review,4.1194665280043665
Ranking,42.04249373512568
Ranking,1.5074700924601614
Review,3.724642864109939
Ranking,19.20620104601468
Review,2.2277225407840917
Review,4.062968106557689
Review,4.242158383320813
Ranking,45.83327643490485
Review,2.0057862788957546
Review,2.688170401645396
Review,4.4428899056914855
Ranking,12.257343301378064
Review,4.8263535480914594
Review,2.4386571691177346
Review,2.686221226275822
Review,3.879403315054101
Ranking,24.423915080506465
Ranking,25.057890970720862
Ranking,33.093153572096114
Review,4.851963990395066
Ranking,32.985234328528534
Ranking,8.394204524535597
Ranking,45.15573218321745
Review,2.193934090656354
Review,2.6302712322441546
Ranking,18.542826796805986
Review,3.6904822194836338
Review,4.387998303675321
Review,2.998638977453488
Review,4.669503007381653
Ranking,12.964319913894698
Review,2.9993800389851417
Review,4.136728787457565
Ranking,15.59847109250232
Ranking,34.676850066232106
Ranking,8.675226748820918
Ranking,45.094669454873454
Ranking,43.001095642237246
Ranking,9.980707513181702
Ranking,34.40581926226032
Ranking,1.282803858234638
Ranking,31.407945937911332
Ranking,22.3865050303712
Review,3.6197781164019256
Review,4.150245356306128
Review,2.1996109839690066
Ranking,0.513287387205269
Ranking,47.3070507434515
Ranking,41.96081986421382
Ranking,29.006744404406515
Review,4.547478327571245
Review,4.001117575924787
Review,4.621078633188853
Ranking,45.636758002970936
Ranking,47.69181167899214
Ranking,24.60580344286373
Ranking,40.58430153158073
Ranking,11.681307572335065
Review,2.7829763939320933
Review,4.752166080473423
Review,4.409117158902215
Ranking,43.62957290871053
Review,3.173886971576475
Ranking,21.289377655586843
Review,4.8445398433357205
Review,4.12167080856827
Ranking,0.6265059287409613
Ranking,9.6622590658355
Review,2.573440896632817
Ranking,43.2609014786403
Ranking,0.12148930967756374
Review,2.1495358183938214
Ranking,46.00246525525394
Ranking,20.339937098471946
Ranking,47.02456848732182
Ranking,41.40427670370821
Review,2.848350501092644
Review,4.9311327697751794
Ranking,26.74490362202741
Ranking,42.85188783935517
Review,3.107849080707375
Ranking,24.555637640476537
Ranking,15.098409774370058
Review,2.5085296319190493
Ranking,28.52143091617619
Ranking,11.82712894900706
Ranking,29.362769701837568
Review,3.187589578823592
Review,2.075046344997748
Ranking,24.858074541481084
Ranking,11.588030747038186
Ranking,15.185373480025287
Review,2.8874862125695326
Ranking,37.32433013468586
Ranking,24.058881178311115
Ranking,37.213032906887065
Review,3.8527237107666537
Ranking,49.972866162270314
Ranking,20.898727897386653
Review,3.422437635634969
Ranking,21.59012280563497
Review,4.120476131553957
Review,4.104639155884836
Review,3.9963077878044206
Ranking,43.666587967310896
Review,3.1096837323096818
Review,3.876243297833568
Ranking,39.293985146776464
Ranking,16.163332837827618
Ranking,39.210347001820566
Review,4.477898548539773
Review,3.3935239793046272
Review,3.166301439654985
Ranking,2.290480504637965
Ranking,4.048446453835242
Review,2.0304695449836414
Review,3.974794632855684
Review,4.0955103876927135
Review,2.688794082183516
Review,3.8312446381800194
Ranking,30.932030409378893
Review,4.00227932702891
Review,2.2448101391337034
Ranking,11.642804255473811
Review,4.849024139182207
Ranking,27.28178686922606
Review,2.1874026719296404
Review,2.4158083622739457
Ranking,33.28751601930314
Ranking,41.82869628708169
Review,4.705891169991487
Ranking,4.242054548254147
Review,2.5997314739163557
Ranking,29.513614124114852
Review,4.40563196082366
Review,3.1564916554491487
Review,3.375632637041186
Review,3.3942891806655666
Ranking,16.879291294471905
Ranking,15.331324597919727
Review,4.341031219874028
Review,3.714646143638553
Review,2.184193802021316
Ranking,34.99882046538109
Review,3.093445116750372
Review,3.7417580172079106
Ranking,25.121228817263106
Review,3.924102555469045
Review,2.4771263492485294
Review,3.197588917926975
Review,2.4427768109794408
Review,4.582092586241921
Review,3.0600731884421006
Ranking,35.84781168167717
Ranking,11.812651652065355
Ranking,22.929200490190393
Review,3.133413847562963
Ranking,4.524815333800553
Ranking,2.460378572269684
Ranking,42.957537999943504
Review,3.873015983308959
Review,3.3649501221906237
Review,2.7180365989421387
Ranking,22.476445440525797
Review,4.646433533742458
Review,3.948859254109273
Review,3.095497554329715
Ranking,1.4373201699763805
Ranking,6.443458482994635
Review,4.7170092008900575
Review,4.223844025314066
Ranking,22.919236189911448
Review,2.9336286960957354
Ranking,4.848163224727259
Ranking,24.488036784503606
Review,2.331385505438705
Review,3.7133763552425623
Review,2.388005606674517
Ranking,21.809902873905635
Review,2.921119120525243
Ranking,10.834980222644287
Ranking,39.28293187364129
Review,4.927650801304068
Review,2.9237853366694364
Ranking,21.150267409105147
Ranking,38.870437671968304
Ranking,0.8872855080973907
Review,2.7954922200923376
Review,3.1196903981715165
Review,2.7106537034009057
Review,4.256704235397936
Ranking,42.271619339590394
Review,2.205112945396424
Ranking,1.4809100970057387
Ranking,41.86588995453696
Ranking,39.06616278406421
Ranking,16.661713267505252
Review,3.0894751184786
Ranking,30.11372163058356
Review,2.4828827677727974
Ranking,19.91111953346592
Review,2.8461300224811223
Ranking,38.272372320485225
Review,4.7431108945540705
Ranking,34.67557269770482
Ranking,29.992066615100153
Ranking,19.07368175607652
Review,4.936364208058057
Review,3.5137236578466053
Review,3.7057192839097053
Ranking,7.5394288505014275
Review,2.500681877462455
Ranking,12.115522741751356
Review,3.990924558770689
Ranking,25.14070936119627
Review,2.997524402055198
Ranking,22.760286360918624
Ranking,46.83685172398963
Ranking,17.055228736214627
Ranking,3.9930629382595115
Review,4.84605474296776
Review,4.978653355706159
Review,3.696517389090285
Ranking,4.851919392603648
Review,2.3300869712449326
Review,3.3303475339394617
Ranking,28.58740497578011
Ranking,10.712247693032744
Ranking,33.36455234932581
Review,2.5954629829478084
Review,4.634945525692833
Review,2.164520532970932
Review,2.6678098863689828
Ranking,33.71452768867402
Review,4.510271329629749
Ranking,46.73867272112594
Ranking,0.5724281637428552
Review,4.624115284951963
Review,4.749420917480409
Ranking,44.958868673057225
Review,4.9754761978619415
Review,3.541454033357674
Ranking,22.54897398204277
Ranking,41.581646521919644
Ranking,21.456410286727106
Ranking,15.262739598552361
Review,4.239404657810948
Review,3.789415151469748
Ranking,30.013214379250666
Ranking,0.6999355747461466
Review,2.887779695816171
Review,4.43263330862281
Review,3.2263363310674755
Review,3.3560131209856063
Review,4.0308442795967165
Review,4.419367804514552
Ranking,10.579641155382367
Review,4.6634234232350575
Ranking,25.71323666955915
Ranking,23.924627807502585
Ranking,46.334205277563754
Ranking,27.94533269373325
Review,4.2312173663743
Review,2.334499538113614
Review,2.121116647224662
Ranking,15.68005866952632
Ranking,1.1771672570696723
Ranking,20.540693104171947
Ranking,17.620537871412505
Review,3.5811837970509948
Ranking,17.381760237743823
Review,2.949554256284416
Ranking,21.993818793078
Review,3.8994051595028267
Review,2.5028668905629337
Ranking,21.59991963490827
Ranking,49.485988388198244
Ranking,16.84045991008416
Review,4.67032844134534
Review,3.707273372056635
Ranking,39.6748160103805
Ranking,11.268198272232619
Review,3.264416537718904
Review,3.0356933034551967
Ranking,18.17421631388607
Review,2.06523273388172
Review,4.475843457298104
Ranking,46.12862813999828
Ranking,35.23184042496486
Review,3.0987602195476844
Ranking,43.516927839076004
Ranking,32.15646360586002
Ranking,4.931442135273533
Ranking,38.43326880597647
Review,4.592778107806834
Ranking,21.73195603463644
Ranking,4.398331331547917
Review,4.826878746444448
Ranking,38.81656763673629
Review,2.8187998972523483
Review,3.0638147341338096
Ranking,47.836463664778925
Review,3.581503447647913
Review,4.752528469283655
Review,3.6630211215985886
Ranking,42.571530752570325
Review,4.096502770679254
Ranking,11.381327674864155
Ranking,46.97729895254022
Review,3.9028234724644415
Review,4.928215427787558
Ranking,36.66751643462099
Ranking,28.28659541430892
Ranking,42.070550061475025
Review,3.3942819701603906
Ranking,12.618078225824751
Ranking,40.68265714333117
Ranking,47.128918700479744
Ranking,19.677194777506553
Review,3.9310554928703367
Ranking,9.773252857599825
Ranking,28.096857363005682
Ranking,8.332115433323668
Review,3.2874652945057226
Ranking,47.250322787046244
Ranking,12.945434040772302
Review,4.756468155073267
Ranking,31.999612622716942
Review,2.0944167622533465
Ranking,6.0675434513373085
Review,2.1234485299709864
Review,2.233123934498961
Review,2.8628500088123734
Ranking,5.655273197161403
Review,3.8390737091905685
Review,4.839993124679358
Review,4.963076497336344
Ranking,8.417245734671491
Ranking,8.736772794727472
Review,2.0856632420472043
Review,4.198734002279797
Review,2.397882209031997
Review,4.351973077743189
Ranking,6.978664075215418
Ranking,35.31662878487482
Ranking,25.589829808476356
Ranking,35.43453877865028
Review,2.0201631114376246
Ranking,3.15576368597888
Ranking,6.445208815238223
Review,4.489475338944382
Review,2.17686220337377
Ranking,44.757375519796724
Ranking,48.22348296131359
Ranking,0.14176029797853262
Review,4.226616369484152
Review,2.3115460458035706
Ranking,7.310448590202607
Ranking,29.020350234020857
Ranking,35.60054126038121
Review,2.9956164782386527
Review,2.3790419818869903
Ranking,28.18704097003439
Review,4.774124854004858
Ranking,2.6881465298528973
Review,2.8008512148868867
Review,3.058734603192042
Review,4.282152139920027
Ranking,10.967081058092386
Ranking,4.436188508250832
Ranking,41.433544249800505
Review,2.57301654080708
Review,3.138324497382828
Ranking,2.4930270838124544
Ranking,23.176759394336038
Review,2.428992107403145
Ranking,32.65942846437529
Ranking,25.65142309151907
Review,2.0525950047609967
Review,2.164010253616966
Review,2.0708746948094743
Review,3.0177867567911174
Review,2.0545866997959634
Ranking,22.945195461852396
Review,3.3219368540181966
Ranking,16.766200936782017
Ranking,41.80144344462661
Ranking,40.782266103867066
Review,2.3072720787361938
Review,3.3883535431953544
Ranking,18.213270179956105
Ranking,44.24501994023242
Ranking,17.907889438599454
Review,3.914323926948721
Ranking,40.599299963859465
Review,4.295432285147805
Ranking,48.970020323093955
Review,2.3564754745297742
Ranking,43.18068155474253
Ranking,34.58546655695097
Review,4.875942570770139
Review,2.926086811381473
Ranking,4.853452745077119
Review,3.952255131501647
Ranking,42.14574437979019
Ranking,2.0142595337198865
Ranking,45.11893989286804
Ranking,8.79664587630643
Ranking,28.33630973041997
Review,3.319905646943313
Review,2.3156213310531037
Review,2.2641642868804257
Review,3.0126203014244384
Review,2.492978573959199
Ranking,2.009134784617439
Review,3.995611644834991
Ranking,11.641594930669408
Review,4.719879332354386
Review,2.0712815167912666
Review,2.344568059952453
Review,2.073274995281557
Ranking,48.222504183554776
Ranking,31.355185166112246
Review,2.477852871611686
Review,2.4568909682381097
Ranking,17.992818350581334
Ranking,36.770476315270656
Review,4.2498707440646015
Ranking,8.360109395340414
Ranking,12.290952223342078
Ranking,32.3702297223842
Review,3.0119336542547566
Ranking,17.232736352088818
Ranking,19.0730934525688
Ranking,29.75952468749539
Ranking,3.097405978055173
Ranking,0.18331698147186493
Ranking,34.25197881100467
Review,2.607412195520092
Ranking,29.638924938912464
Ranking,29.35685204905469
Review,2.927676171170833
Ranking,28.11584504787526
Review,2.0737735825436063
Review,2.4600452628198397
Review,2.1265113350096017
Review,4.099230078347983
Review,2.3606813010996346
Ranking,35.449052998116954
Review,2.8083006407890583
Ranking,8.319928047743442
Review,2.6046845598119344
Ranking,46.92006334968778
Ranking,4.172993601454484
Ranking,24.24115540702857
Review,4.419506493241599
Review,4.142736515693434
Ranking,5.890788535545082
Ranking,15.202993397131946
Ranking,45.19467902778225
Ranking,31.40397988538986
Ranking,39.243771853557185
Review,4.9837652361994556
Review,2.2097576223938034
Review,2.3511618549707856
Review,3.5069082180271316
Ranking,35.91517928253447
Ranking,16.92174992089845
Review,3.9144000666460013
Review,4.478949940271801
Review,4.415308221813296
Review,4.5135882433444285
Ranking,35.51702978703107
Review,2.9503194511351873
Review,3.579471397284615
Ranking,9.340066892587856
Ranking,24.435498445180997
Ranking,40.472944607632655
Ranking,31.934751532420115
Ranking,27.22934303808935
Review,4.7762351507768654
Ranking,41.712323968331006
Ranking,27.151897609825426
Review,3.6790505144909456
Review,2.005799207589705
Review,4.015665656685549
Review,3.0182343959547917
Ranking,10.559128757831976
Review,3.898825798339786
Review,2.682326899963871
Ranking,40.56967777791646
Review,2.8673738739548096
Ranking,11.504864464777544
Ranking,40.036951075178216
Review,3.1814592804030197
Review,3.77395029504291
Review,4.382310082133035
Ranking,34.10242385617331
Review,4.906169638533734
Review,2.107178656527138
Review,4.919677629756095
Ranking,31.873427344565467
Review,2.5337223910097064
Ranking,20.386734652969857
Ranking,29.94150725333035
Ranking,23.12985539003262
Review,2.819124924255325
Ranking,8.254426377787889
Ranking,11.636481230312526
Review,2.5487524746397288
Review,2.7063482172839053
Ranking,4.143246106200326
Review,2.935794857053181
Review,3.6238039428045363
Review,3.1550094723649864
Ranking,24.771109583447327
Ranking,12.285943859727302
Review,4.4266193775363885
Review,4.040071660943654
Review,3.598439775927884
Ranking,7.869588742166528
Ranking,49.56843410219141
Review,4.932143415190457
Review,2.544831173585909
Ranking,14.732673360354244
Review,4.084131501260983
Review,3.0491508091643595
Ranking,3.5259727894068336
Review,3.627734601362536
Review,4.627469952915651
Ranking,34.800988792627045
Review,4.893779354624515
Ranking,13.877116062358038
Ranking,13.586640702823164
Review,3.9936518257628233
Review,4.59317540886601
Ranking,27.407283645892353
Review,4.718552031947485
Review,2.2104629829783757
Ranking,6.857428936820581
Ranking,27.791315993049675
Review,3.1783240476673735
Ranking,7.739836339065907
Ranking,14.923763045268993
Ranking,9.381188803696832
Review,2.272612311727536
Ranking,17.637186907384592
Review,2.486993344756984
Review,3.400570193209109
Ranking,44.540438273632354
Ranking,34.84900951370341
Ranking,32.30842424101368
Review,3.97293748162217
Ranking,44.13788169370681
Ranking,41.96968929313917
Ranking,27.174206924939426
Ranking,30.50160357964865
Review,2.4233194673153533
Review,3.363531161010749
Review,4.5550615549990185
Ranking,39.0049509473776
Review,3.3439856232796585
Ranking,12.807921487760137
Review,2.811929916933983
Review,4.636716301591566
Review,4.720059029176687
Review,4.6635182125820664
Ranking,14.506833164355516
Review,2.5807333556791185
Ranking,39.319357236568166
Ranking,2.8667768952064914
Ranking,6.665779179885384
Review,4.112433016885351
Review,4.847971982567578
Ranking,49.016512120534856
Ranking,9.634176177108618
Review,2.8324276177949685
Review,2.4919815726023096
Review,3.431601577209785
Review,3.598648879135912
Review,4.781170797551349
Ranking,14.38291649266804
Review,4.975009513934271
Review,4.739080928942304
Review,2.361752946745546
Review,4.048061380705384
Review,2.3447953197871443
Review,4.469040635868519
Ranking,16.20145964589095
Review,4.069580654728378
Review,2.6310449121834494
Review,3.0956448553513343
Review,3.6596773114144288
Review,3.8234156424070065
Review,4.562346630863152
Ranking,4.308076769000885
Review,3.6348266141404473
Review,2.3115233190701736
Review,2.3741316771706518
Review,3.626532823637676
Ranking,13.606129910732346
Review,4.850429428256441
Ranking,34.28386470809451
Review,3.2355983481489057
Review,2.2588922542026535
Review,4.9259231458392305
Ranking,47.138155850303576
Ranking,21.461188369896856
Ranking,39.570306741103046
Review,3.3222775957807547
Review,2.4590964851271715
Review,3.503655585500548
Review,3.452790661639611
Ranking,31.432087533039198
Ranking,23.457720088420192
Review,2.412691994638707
Review,3.4754181675045963
Review,2.8456489043782334
Review,2.7508703122579568
Review,3.103135963115391
Ranking,20.885087960688196
Review,4.315845801365334
Review,4.586921859676098
Ranking,20.53144599902728
Review,4.8270622753414365
Ranking,20.40610217097598
Ranking,18.060743267273057
Review,4.730343568632372
Ranking,32.32526700872608
Ranking,1.311072754115039
Ranking,10.06408770737075
Review,3.7246404940141113
Ranking,42.99569659343383
Ranking,6.329814565371278
Ranking,46.750821186434315
Ranking,22.98236343882416
Review,4.715673389061263
Ranking,29.307441474134755
Review,2.7152220996277414
Review,3.3663860764386264
Ranking,5.0912319695666275
Ranking,36.51215137358089
Ranking,6.9606110023360435
Ranking,41.93125561295256
Review,3.2658463539609817
Review,3.5661463540948297
Ranking,38.735742815014746
Ranking,38.129244772124146
Ranking,1.1785873156750226
Ranking,34.525567826572626
Review,4.3009389563308975
